GeneName_A	GeneName_B	SRA	adj_p-value	Control_SRA	Treatment	Tissue	Cell	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
CBP	ZBTB33	SRR9063863	6.8e-05	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZBTB7A	SRR9063863	7.7e-233	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZBTB7A	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZBTB7A	SRR9063866	7.9e-36	NONE	UT	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZBTB7A	SRR9063865	8.8e-81	NONE	LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZNF24	SRR9063865	0.0065	NONE	LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer
CBP	ZNF263	SRR9063866	0.013	NONE	UT	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZNF263	SRR9063863	1.6e-22	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZNF263	SRR9063864	9.4e-34	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZNF282	SRR9063863	0.00022	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	ZNF282	SRR9063864	0.0049	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
